Account ID,Account Age,Total Accrued
1688A,43,28753
1689A,43,28019
1690A,17,2656
1691A,48,35566
1692A,44,33900
1693A,28,9078
1694A,28,6857
1695A,13,1403
1696A,15,2108
1697A,49,44259
1698A,26,8646
1699A,38,16556
1700A,42,24410
1701A,49,46702
1702A,29,7762
1703A,32,13150
1704A,47,36712
1705A,13,1554
1706A,29,7607
1707A,18,2358
1708A,31,9841
1709A,47,36539
1710A,11,590
1711A,39,21134
1712A,21,4610
1713A,29,8738
1714A,47,39300
1715A,46,33976
1716A,11,785
1717A,25,8005
1718A,23,6074
1719A,21,4670
1720A,34,14741
1721A,41,23214
1722A,14,711
1723A,26,8108
1724A,27,8931
1725A,32,12317
1726A,15,1167
1727A,36,16593
1728A,18,3283
1729A,34,14272
1730A,39,24628
1731A,47,37194
1732A,32,15387
1733A,14,1780
1734A,18,3227
1735A,45,34993
1736A,48,38178
1737A,14,1591
1738A,39,25509
1739A,23,3507
1740A,10,460
1741A,41,21320
1742A,23,3770
1743A,32,15400
1744A,44,37122
1745A,17,1212
1746A,18,3556
1747A,37,15606
1748A,25,8228
1749A,36,18037
1750A,36,21106
1751A,24,7320
1752A,39,19939
1753A,38,19971
1754A,38,24389
1755A,11,750
1756A,32,13217
1757A,16,1514
1758A,26,4943
1759A,17,2568
1760A,49,38583
1761A,26,8548
1762A,16,1507
1763A,46,42496
1764A,37,20287
1765A,25,7996
1766A,13,664
1767A,15,2178
1768A,13,1110
1769A,43,32646
1770A,33,13779
1771A,14,2051
1772A,50,48070
1773A,16,1981
1774A,10,1038
1775A,16,1456
1776A,33,13154
1777A,43,34765
1778A,28,8579
1779A,13,1472
1780A,20,3845
1781A,42,32610
1782A,14,1312
1783A,22,3854
1784A,28,7020
1785A,12,1100
1786A,29,9779
1787A,35,19466
1788A,17,1313
1789A,50,49830
1790A,29,6979
1791A,48,46156
1792A,20,3001
1793A,28,7303
1794A,25,4568
1795A,12,812
1796A,25,4254
1797A,50,45692
1798A,46,37184
1799A,24,6657
1800A,32,11208
1801A,12,385
1802A,47,45141
1803A,10,808
1804A,23,4614
1805A,36,15067
1806A,10,499
1807A,20,2057
1808A,50,43367
1809A,22,4549
1810A,50,46706
1811A,28,7219
1812A,44,34944
1813A,32,10943
1814A,45,31294
1815A,11,734
1816A,45,38275
1817A,35,13749
1818A,45,28704
1819A,22,3840
1820A,36,16161
1821A,27,7164
1822A,44,30072
1823A,31,13943
1824A,17,2147
1825A,14,1013
1826A,38,22714
1827A,31,11347
1828A,21,4665
1829A,26,8247
1830A,42,29348
1831A,36,13868
1832A,20,4419
1833A,12,713
1834A,50,43168
1835A,33,14006
1836A,21,4707
1837A,31,13785
1838A,50,42846
1839A,37,19953
1840A,43,27804
1841A,15,2290
1842A,22,4094
1843A,25,7412
1844A,37,17574
1845A,18,2272
1846A,47,34437
1847A,21,5094
1848A,40,24714
1849A,38,20910
1850A,17,1340
1851A,42,24223
1852A,33,16329
1853A,46,33375
1854A,10,877
1855A,12,934
1856A,10,344
1857A,15,1468
1858A,10,875
1859A,13,765
1860A,12,814
1861A,18,3639
1862A,14,1830
1863A,17,1245
1864A,18,2476
1865A,19,4083
1866A,14,1591
1867A,17,2293
1868A,14,2095
1869A,14,1932
1870A,11,1010
1871A,16,2146
1872A,20,4399
1873A,17,1474
1874A,20,4335
1875A,13,1111
1876A,15,1607
1877A,18,2787
1878A,10,376
1879A,11,1241
1880A,15,875
1881A,16,1027
1882A,15,1824
1883A,19,3061
1884A,19,4186
1885A,12,900
1886A,15,1562
1887A,15,1208
1888A,13,1198
1889A,20,4088
1890A,18,1990
1891A,20,2706
1892A,14,1584
1893A,11,606
1894A,13,708
1895A,12,1425
1896A,13,1367
1897A,16,1792
1898A,18,2124
1899A,19,2763
1900A,13,522
1901A,15,1132
1902A,10,1009
1903A,10,849
1904A,12,774
1905A,16,1738
1906A,14,2037
1907A,16,2835
1908A,12,1093
1909A,17,1718
1910A,16,929
1911A,11,652
1912A,20,3031
1913A,12,1100
1914A,15,1709
1915A,20,2586
1916A,15,1578
1917A,11,935
1918A,19,2795
1919A,13,1442
1920A,13,474
1921A,10,627
1922A,26,6759
1923A,29,10367
1924A,10,635
1925A,14,1891
1926A,23,6219
1927A,19,3960
1928A,20,3332
1929A,20,2618
1930A,14,1985
1931A,11,527
1932A,32,14560
1933A,10,693
1934A,29,9191
1935A,15,1257
1936A,23,5824
1937A,18,1976
1938A,10,190
1939A,21,2835
1940A,32,11956
1941A,31,11301
1942A,29,9251
1943A,16,2661
1944A,20,1951
1945A,10,481
1946A,20,2383
1947A,15,2468
1948A,22,3438
1949A,23,4003
1950A,16,1220
1951A,25,7595
1952A,17,2333
1953A,25,7384
1954A,30,9629
1955A,19,3088
1956A,15,1543
1957A,19,2697
1958A,33,10412
1959A,33,11000
1960A,11,757
1961A,10,353
1962A,21,2333
1963A,26,4785
1964A,30,8211
1965A,30,12303
1966A,21,4710
1967A,13,1482
1968A,24,5896
1969A,20,3116
1970A,29,9077
1971A,29,10979
1972A,17,1304
1973A,16,2267
1974A,33,12382
1975A,27,9833
1976A,25,4617
1977A,34,11667
1978A,12,499
1979A,12,875
1980A,32,9809
1981A,11,437
1982A,26,6977
1983A,24,6131
1984A,20,4458
1985A,26,5288
1986A,20,3868
1987A,34,16274
1988A,13,1139
1989A,19,3347
1990A,17,1467
1991A,33,11986
1992A,25,4151
1993A,32,11630
1994A,21,3095
1995A,11,596
1996A,29,11784
1997A,21,4429
1998A,25,6163
1999A,27,8403
2000A,29,8010
2001A,10,580
2002A,19,1667
2003A,31,8837
2004A,19,2972
2005A,24,5054
2006A,11,319
2007A,26,6181
2008A,19,3636
2009A,21,2766
2010A,28,10035
2011A,31,12004
2012A,20,2379
2013A,22,4703
2014A,27,5634
2015A,15,788
2016A,20,3442
2017A,33,12409
2018A,35,19702
2019A,30,8798
2020A,33,13232
2021A,30,10897
2022A,23,3545
2023A,11,433
2024A,24,4695
2025A,15,1852
2026A,35,15878
2027A,13,503
2028A,17,2197
2029A,34,14196
2030A,30,9788
2031A,19,1819
2032A,17,3264
2033A,14,1282
2034A,15,2369
2035A,34,14922
2036A,29,9062
2037A,10,805
2038A,20,2582
2039A,29,11522
2040A,31,13807
2041A,12,551
2042A,30,8955
2043A,32,12980
2044A,31,13717
2045A,37,19498
2046A,22,3224
2047A,33,11641
2048A,32,9599
2049A,20,4381
2050A,35,19125
2051A,30,9326
2052A,33,16885
2053A,31,9771
2054A,32,11769
2055A,10,651
2056A,15,1758
2057A,22,3843
2058A,10,839
2059A,24,7147
2060A,21,3875
2061A,22,4070
2062A,14,1600
2063A,20,2961
2064A,37,16680
2065A,19,3151
2066A,48,36432
2067A,44,30078
2068A,25,6521
2069A,26,5713
2070A,20,3355
2071A,43,25287
2072A,38,21863
2073A,44,31321
2074A,34,15054
2075A,33,11872
2076A,49,41289
2077A,26,7024
2078A,29,6955
2079A,47,39794
2080A,20,2548
2081A,28,9788
2082A,24,4773
2083A,15,2089
2084A,29,11431
2085A,27,6589
2086A,24,4128
2087A,46,37402
2088A,23,4549
2089A,38,24791
2090A,16,2539
2091A,49,42387
2092A,49,41751
2093A,50,54439
2094A,24,7256
2095A,13,1492
2096A,20,3469
2097A,28,10189
2098A,40,20373
2099A,44,29810
2100A,28,10018
2101A,10,571
2102A,23,6221
2103A,33,14931
2104A,23,4515
2105A,34,16456
2106A,19,3428
2107A,15,2239
2108A,11,1227
2109A,23,3930
2110A,38,17304
2111A,26,5140
2112A,27,5523
2113A,38,17495
2114A,37,18832
2115A,14,1706
2116A,41,22230
2117A,40,26241
2118A,48,41398
2119A,33,13914
2120A,23,5236
2121A,20,4123
2122A,43,35326
2123A,12,1411
2124A,22,5743
2125A,36,20850
2126A,30,10981
2127A,10,287
2128A,30,13250
2129A,14,1559
2130A,10,708
2131A,33,12589
2132A,17,1656
2133A,23,5023
2134A,12,1257
2135A,40,24313
2136A,31,8378
2137A,30,12862
2138A,24,3857
2139A,29,10920
2140A,16,1875
2141A,38,17711
2142A,20,4740
2143A,20,3037
2144A,47,34589
2145A,45,39318
2146A,37,15903
2147A,15,1227
2148A,48,36720
2149A,40,24901
2150A,37,18894
2151A,20,3781
2152A,29,9574
2153A,40,23446
2154A,14,1160
2155A,21,2573
2156A,14,1137
2157A,26,4921
2158A,28,10295
2159A,23,4718
2160A,20,2527
2161A,17,2272
2162A,25,5271
2163A,17,1527
2164A,24,5701
2165A,22,5957
2166A,10,459
2167A,14,2110
2168A,46,42238
2169A,24,6485
2170A,35,15585
2171A,25,4224
2172A,50,45484
2173A,38,18974
2174A,28,9457
2175A,26,8626
2176A,36,18699
2177A,35,15736
2178A,48,44454
2179A,44,28400
2180A,37,20973
2181A,23,4912
2182A,14,1355
2183A,38,20422
2184A,41,23881
2185A,38,23103
2186A,30,7863
2187A,33,16621
2188A,27,8591
2189A,36,15079
2190A,35,18815
2191A,43,31873
2192A,31,11182
2193A,31,13392
2194A,31,8925
2195A,36,21493
2196A,10,983
2197A,42,25219
2198A,28,7716
2199A,42,31048
2200A,40,23239
2201A,11,514
2202A,30,13146
2203A,43,25148
2204A,28,7115
2205A,48,45549
2206A,36,20357
2207A,43,33612
2208A,38,21105
2209A,39,18872
2210A,30,10260
2211A,24,5252
2212A,45,35138
2213A,27,7247
2214A,11,480
2215A,38,22842
2216A,42,30687
2217A,50,45368
2218A,40,22366
2219A,38,22103
2220A,32,10571
2221A,26,6658
2222A,11,1186
2223A,16,1420
2224A,29,12025
2225A,27,6443
2226A,16,1770
2227A,14,658
2228A,28,7976
2229A,49,43487
2230A,29,10266
2231A,37,20033
2232A,50,47734
2233A,49,46365
2234A,20,4068
2235A,19,2422
2236A,38,16838
2237A,50,47335
2238A,15,2105
2239A,19,3818
2240A,20,4256
2241A,31,9228
2242A,48,45116
2243A,39,18008
2244A,36,14229
2245A,33,11702
2246A,30,12246
2247A,32,15553
2248A,38,23672
2249A,14,789
2250A,40,25348
2251A,39,21121
2252A,48,42969
2253A,45,30311
2254A,12,1174
2255A,23,6120
2256A,18,3668
2257A,49,45682
2258A,45,31391
2259A,23,4626
2260A,11,1142
2261A,39,25768
2262A,40,20627
2263A,40,25839
2264A,49,44223
2265A,24,6705
2266A,37,19455
2267A,13,1679
2268A,48,39076
2269A,41,28926
2270A,15,2004
2271A,19,2908
2272A,25,6041
2273A,28,6452
2274A,15,2317
2275A,20,3462
2276A,17,2646
2277A,15,1467
2278A,35,13857
2279A,25,4437
2280A,12,1002
2281A,38,17504
2282A,30,12996
2283A,21,4314
2284A,10,229
2285A,17,1944
2286A,14,1024
2287A,20,4475
2288A,18,3361
2289A,14,1144
2290A,10,365
2291A,10,709
2292A,12,781
2293A,10,967
2294A,16,2697
2295A,16,1956
2296A,14,1644
2297A,19,1836
2298A,12,622
2299A,11,615
2300A,14,2069
2301A,19,2027
2302A,16,2704
2303A,20,2154
2304A,10,899
2305A,13,1292
2306A,12,1168
2307A,20,4148
2308A,16,1035
2309A,19,3696
2310A,15,2472
2311A,15,926
2312A,18,1957
2313A,19,1993
2314A,10,907
2315A,11,557
2316A,13,1154
2317A,16,2125
2318A,10,500
2319A,20,3128
2320A,10,486
2321A,17,2213
2322A,20,4462
2323A,15,1065
2324A,13,625
2325A,16,1762
2326A,16,1952
2327A,18,2808
2328A,15,2411
2329A,17,2897
2330A,16,2550
2331A,20,2297
2332A,12,1426
2333A,20,4124
2334A,12,1293
2335A,11,474
2336A,10,735
2337A,16,1024
2338A,17,1776
2339A,11,753
2340A,20,2114
2341A,12,375
2342A,12,1437
2343A,10,873
2344A,11,989
2345A,18,1988
2346A,12,1040
2347A,16,2654
2348A,11,1032
2349A,14,1315
2350A,11,683
2351A,15,1725
2352A,27,8876
2353A,27,9920
2354A,14,1937
2355A,25,6050
2356A,23,5935
2357A,28,8974
2358A,10,258
2359A,15,2318
2360A,19,3320
2361A,16,1134
2362A,14,1704
2363A,18,2224
2364A,17,3090
2365A,22,3577
2366A,16,1260
2367A,10,616
2368A,29,7778
2369A,12,508
2370A,28,8644
2371A,16,2841
2372A,11,367
2373A,29,8795
2374A,25,7381
2375A,13,920
2376A,17,1985
2377A,25,6967
2378A,30,9778
2379A,26,7075
2380A,21,4113
2381A,10,416
2382A,28,10301
2383A,33,12334
2384A,30,12989
2385A,26,6488
2386A,14,2118
2387A,24,4236
2388A,30,10532
2389A,17,2088
2390A,11,643
2391A,24,6253
2392A,21,4664
2393A,23,4464
2394A,17,2710
2395A,21,3863
2396A,19,3721
2397A,24,5005
2398A,20,2887
2399A,16,1280
2400A,14,1466
2401A,19,3256
2402A,46,42432
2403A,10,883
2404A,28,7066
2405A,39,21456
2406A,17,2587
2407A,23,6566
2408A,40,23756
2409A,31,10002
2410A,15,1698
2411A,36,17244
2412A,12,1449
2413A,14,1717
2414A,45,30163
2415A,39,18459
2416A,18,2994
2417A,41,29435
2418A,34,14111
2419A,20,2133
2420A,40,21910
2421A,49,46152
2422A,23,3504
2423A,38,16830
2424A,14,917
2425A,23,3388
2426A,33,12625
2427A,38,24894
2428A,39,23958
2429A,43,29811
2430A,45,31247
2431A,35,18546
2432A,43,31886
2433A,41,30426
2434A,28,6572
2435A,25,5648
2436A,20,2551
2437A,16,1817
2438A,19,2064
2439A,14,1474
2440A,42,23165
2441A,40,21645
2442A,23,5029
2443A,38,22068
2444A,22,2980
2445A,17,2561
2446A,34,11427
2447A,19,2776
2448A,15,1834
2449A,25,5389
2450A,32,13978
2451A,33,14535
2452A,30,11883
2453A,25,8054
2454A,27,10083
2455A,12,1175
2456A,36,20674
2457A,43,28409
2458A,39,25667
2459A,37,21799
2460A,17,1234
2461A,32,12067
2462A,12,1128
2463A,22,5603
2464A,33,13697
2465A,19,3984
2466A,30,11009
2467A,50,49201
2468A,15,2188
2469A,33,13720
2470A,28,8023
2471A,20,3432
2472A,39,20962
2473A,10,880
2474A,46,33211
2475A,48,43535
2476A,10,887
2477A,34,15295
2478A,33,14380
2479A,46,39633
2480A,14,1523
2481A,32,12452
2482A,24,4910
2483A,43,32207
2484A,36,19898
2485A,47,34778
2486A,48,47649
2487A,14,1323
2488A,18,3356
2489A,47,41431
2490A,25,6222
2491A,46,34927
2492A,11,1240
2493A,22,2904
2494A,38,19549
2495A,24,5459
2496A,36,15612
2497A,27,6463
2498A,43,27522
2499A,38,22581
2500A,14,2021
2501A,18,3042
2502A,12,744
2503A,21,2671
2504A,30,12237
2505A,50,52399
2506A,44,37640
2507A,10,992
2508A,26,6927
2509A,13,833
2510A,18,2741
2511A,37,21307
2512A,48,44686
2513A,20,3155
2514A,31,10663
2515A,18,1758
2516A,18,2071
2517A,42,27674
2518A,24,4251
2519A,38,17227
2520A,36,17213
2521A,38,20498
2522A,14,1575
2523A,11,1089
2524A,46,33345
2525A,15,2360
2526A,32,10810
2527A,11,290
2528A,28,8228
2529A,25,5898
2530A,44,30552
2531A,44,33808
2532A,34,15684
2533A,27,5508
2534A,33,15681
2535A,38,19834
2536A,45,32248
2537A,40,24721
2538A,30,13001
2539A,28,10782
2540A,48,39878
2541A,16,2313
2542A,26,6058
2543A,33,13008
2544A,36,17494
2545A,11,361
2546A,35,19854
2547A,14,1429
2548A,27,8055
2549A,37,18025
2550A,50,46739
2551A,29,11142
2552A,29,9829
2553A,40,27763
2554A,20,4458
2555A,23,3398
2556A,36,17144
2557A,14,2015
2558A,29,9125
2559A,24,6744
2560A,31,9308
2561A,37,16480
2562A,29,10349
2563A,43,34604
2564A,17,1946
2565A,20,2176
2566A,41,28108
2567A,36,19349
2568A,12,626
2569A,11,383
2570A,27,5505
2571A,15,1440
2572A,25,6129
2573A,30,10074
2574A,35,12906
2575A,44,29895
2576A,21,2428
2577A,20,2404
2578A,16,1698
2579A,37,21075
2580A,40,23257
2581A,49,39251
2582A,44,28248
2583A,23,3144
2584A,40,26141
2585A,37,17285
2586A,44,29472
2587A,14,954
2588A,23,4198
2589A,36,21299
2590A,18,2809
2591A,22,5080
2592A,25,4622
2593A,10,375
2594A,14,1710
2595A,21,2967
2596A,36,16147
2597A,35,16176
2598A,36,15588
2599A,15,1467
2600A,47,41595
2601A,44,30084
2602A,25,4961
2603A,36,14909
2604A,32,10279
2605A,26,6386
2606A,38,17164
2607A,34,14899
2608A,43,27521
2609A,29,9647
2610A,30,8619
2611A,11,867
2612A,38,18172
2613A,23,4829
2614A,31,11409
2615A,39,26134
2616A,50,42174
2617A,25,4249
2618A,31,10910
2619A,12,681
2620A,11,930
2621A,50,48960
2622A,25,7979
2623A,24,6955
2624A,15,2317
2625A,16,2576
2626A,14,1992
2627A,17,1159
2628A,18,1897
2629A,20,4291
2630A,11,1201
2631A,14,1370
2632A,16,2180
2633A,17,1663
2634A,11,795
2635A,17,2841
2636A,12,1382
2637A,11,689
2638A,17,2991
2639A,11,374
2640A,12,1474
2641A,10,306
2642A,19,2643
2643A,19,3371
2644A,18,1857
2645A,20,3120
2646A,12,1126
2647A,12,604
2648A,10,229
2649A,16,1180
2650A,14,1678
2651A,18,3230
2652A,19,3512
2653A,16,2395
2654A,13,968
2655A,19,2358
2656A,13,523
2657A,13,1403
2658A,12,1099
2659A,18,2015
2660A,12,1264
2661A,13,562
2662A,13,1627
2663A,17,1775
2664A,17,1414
2665A,20,4598
2666A,14,1235
2667A,14,1005
2668A,13,1219
2669A,14,770
2670A,20,2348
2671A,11,1239
2672A,11,1207
2673A,13,1033
2674A,12,1007
2675A,16,2362
2676A,15,1720
2677A,20,3856
2678A,14,2008
2679A,17,2762
2680A,20,4207
2681A,11,1069
2682A,11,639
2683A,20,3436
2684A,17,1463
2685A,13,851
2686A,10,908
2687A,16,1920
2688A,17,1621
2689A,16,1497
2690A,17,2194
2691A,17,1327
2692A,28,9519
2693A,13,1017
2694A,11,1101
2695A,35,12922
2696A,29,8384
2697A,26,9128
2698A,29,10834
2699A,11,865
2700A,19,3497
2701A,26,6089
2702A,34,12740
2703A,24,4692
2704A,35,14558
2705A,11,427
2706A,31,8877
2707A,14,1544
2708A,10,684
2709A,13,1096
2710A,13,1628
2711A,35,13682
2712A,15,2381
2713A,22,3411
2714A,22,5102
2715A,10,322
2716A,18,2125
2717A,21,4478
2718A,14,1007
2719A,28,7747
2720A,20,3185
2721A,19,3660
2722A,32,11905
2723A,29,8596
2724A,24,7037
2725A,19,3699
2726A,35,16093
2727A,12,1176
2728A,30,11612
2729A,19,2473
2730A,27,5571
2731A,13,1127
2732A,28,8768
2733A,23,6202
2734A,11,1231
2735A,25,5389
2736A,29,9003
2737A,11,288
2738A,31,9937
2739A,35,17713
2740A,17,2881
2741A,29,7585
2742A,21,3835
2743A,12,958
2744A,10,618
2745A,14,809
2746A,25,5139
2747A,22,5596
2748A,14,1143
2749A,15,2125
2750A,26,8425
2751A,30,9919
2752A,29,7229
2753A,27,7721
2754A,31,13320
2755A,22,3967
2756A,29,9916
2757A,10,709
2758A,21,3776
2759A,28,7899
2760A,26,6214
2761A,34,16339
2762A,14,1535
2763A,33,10416
2764A,18,1838
2765A,20,2374
2766A,26,5286
2767A,15,2432
2768A,34,13781
2769A,17,1690
2770A,23,4665
2771A,26,7538
2772A,34,13074
2773A,24,7051
2774A,26,6539
2775A,28,11034
2776A,31,8483
2777A,34,15337
2778A,30,12286
2779A,15,799
2780A,16,1693
2781A,35,14781
2782A,33,10877
2783A,27,9518
2784A,21,3150
2785A,13,1520
2786A,23,5934
2787A,19,3242
2788A,33,14213
2789A,22,3995
2790A,22,4853
2791A,37,16637
2792A,12,1369
2793A,36,17580
2794A,37,20336
2795A,32,11096
2796A,32,14468
2797A,27,9721
2798A,37,18448
2799A,30,10726
2800A,24,6292
2801A,27,6905
2802A,28,6838
2803A,19,1770
2804A,10,576
2805A,34,12746
2806A,11,1250
2807A,28,8655
2808A,36,20110
2809A,24,5003
2810A,18,3382
2811A,40,27561
2812A,13,1357
2813A,17,2399
2814A,29,7418
2815A,18,1493
2816A,26,8111
2817A,16,1778
2818A,29,7673
2819A,11,487
2820A,12,663
2821A,40,23378
2822A,19,2022
2823A,22,5583
2824A,35,18035
2825A,26,5935
2826A,10,602
2827A,29,6814
2828A,40,26354
2829A,34,17162
2830A,31,11950
2831A,33,12695
2832A,31,14308
2833A,34,15874
2834A,10,586
2835A,49,39253
2836A,13,1449
2837A,40,26729
2838A,10,561
2839A,48,41689
2840A,17,1199
2841A,36,21593
2842A,23,4371
2843A,42,23414
2844A,38,22250
2845A,13,774
2846A,38,22854
2847A,40,20208
2848A,26,6025
2849A,37,19369
2850A,29,11438
2851A,41,29077
2852A,40,27718
2853A,10,539
2854A,12,1073
2855A,17,1768
2856A,20,3051
2857A,43,30343
2858A,11,969
2859A,30,9388
2860A,26,7776
2861A,37,15341
2862A,36,19373
2863A,23,4230
2864A,35,17658
2865A,43,25134
2866A,41,29029
2867A,48,38465
2868A,50,44428
2869A,16,956
2870A,37,15722
2871A,42,25774
2872A,30,12659
2873A,46,31925
2874A,10,387
2875A,25,6294
2876A,18,2287
2877A,38,22958
2878A,11,827
2879A,48,43841
2880A,33,15027
2881A,10,1030
2882A,10,879
2883A,42,23149
2884A,38,21749
2885A,36,14719
2886A,42,26147
2887A,42,26225
2888A,28,7744
2889A,26,5729
2890A,45,31906
2891A,38,18676
2892A,34,17822
2893A,11,362
2894A,43,27763
2895A,37,20583
2896A,23,4895
2897A,26,7848
2898A,49,43330
2899A,22,5269
2900A,44,30603
2901A,36,19632
2902A,48,41747
2903A,30,8123
2904A,19,3775
2905A,38,18025
2906A,16,1625
2907A,31,13898
2908A,16,1552
2909A,37,17090
2910A,37,16737
2911A,45,34510
2912A,37,23274
2913A,45,31529
2914A,38,18291
2915A,44,29987
2916A,43,33597
2917A,14,781
2918A,49,42749
2919A,39,21320
2920A,11,712
2921A,17,2407
2922A,31,13183
2923A,21,3994
2924A,26,5830
2925A,25,5491
2926A,39,21440
2927A,45,36568
2928A,21,3402
2929A,50,48332
2930A,33,12453
2931A,21,4059
2932A,48,40895
2933A,10,929
2934A,28,8639
2935A,14,1342
2936A,17,2322
2937A,50,44731
2938A,22,5223
2939A,28,7827
2940A,15,2087
2941A,30,7721
2942A,25,6256
2943A,13,814
2944A,21,4249
2945A,24,7444
2946A,22,5365
2947A,27,7133
2948A,19,1987
2949A,49,41662
2950A,13,1459
2951A,46,31299
2952A,14,2000
2953A,38,21827
2954A,18,2519
2955A,32,10324
2956A,38,20494
2957A,19,3418
2958A,22,5527
2959A,21,2900
2960A,10,805
2961A,45,29613
2962A,28,9168
2963A,33,15187
2964A,33,12203
2965A,42,32730
2966A,25,6741
2967A,39,17830
2968A,39,21154
2969A,30,11218
2970A,30,11697
2971A,23,3723
2972A,42,32364
2973A,46,34538
2974A,46,37752
2975A,13,1742
2976A,49,45674
2977A,32,13516
2978A,50,51413
2979A,24,3889
2980A,49,45673
2981A,38,21395
2982A,39,23151
2983A,49,48868
2984A,14,1501
2985A,30,12665
2986A,15,1624
2987A,24,3886
2988A,23,3998
2989A,35,14501
2990A,39,20948
2991A,45,32683
2992A,10,739
2993A,29,11868
2994A,19,3081
2995A,45,30699
2996A,12,695
2997A,30,7573
2998A,28,10693
2999A,49,50785
3000A,27,6227
3001A,19,2314
3002A,24,3765
3003A,34,13990
3004A,38,16483
3005A,19,3772
3006A,33,10248
3007A,38,22696
3008A,50,47846
3009A,47,36055
3010A,11,435
3011A,10,961
3012A,10,898
3013A,12,1143
3014A,27,6711
3015A,44,34077
3016A,44,26968
3017A,34,11994
3018A,27,5486
3019A,33,16086
3020A,13,1004
3021A,25,4584
3022A,22,4924
3023A,37,16953
3024A,26,9030
